GameFileName,GameName,Manufact,GameYear,NumPlayers,GameType,Category,GameTheme,WebLinkURL,IPDBNum,AltRunMode,DesignedBy,Author,GAMEVER,Rom,Tags,VPS-ID
"Sky-Line (Gottlieb 1965) JPSalas 1.0.1","Sky-Line (Gottlieb 1965)",Gottlieb,1965,1,EM,,"Nightclubs, Nightlife","https://www.ipdb.org/machine.cgi?id=3240",3240,,"Wayne Neyens","JPSalas, Halen, HauntFreaks",1.0.1,,,VOT4FxKdci
"Skylab (Williams 1974) Margoni 1.0","Skylab (Williams 1974)",Williams,1974,1,EM,,"Space Exploration","https://www.ipdb.org/machine.cgi?id=2202",2202,,"Steve Kordek","Margoni",1.0,,,hkwrlA_klR
"Skylab (Williams 1974) Klodo81 1.3","Skylab (Williams 1974)",Williams,1974,1,EM,,"Space Exploration","https://www.ipdb.org/machine.cgi?id=2202",2202,,"Steve Kordek","Klodo81, JPSalas",1.3,,"LUT",Y-igCtKOn5
"Skyrocket (Bally 1971) Rosve 1.02","Skyrocket (Bally 1971)",Bally,1971,2,EM,,"Happiness, Circus, Carnival","https://www.ipdb.org/machine.cgi?id=2204",2204,,"Harry Williams","Rosve",1.02,,,6L4NUXUF
"Skyway (Williams 1954) Bord 2.02 VR","Skyway (Williams 1954)",Williams,1954,1,EM,,"Space Age, Travel, Aquatic, Women","https://www.ipdb.org/machine.cgi?id=2206",2206,,"Harry Williams","Bord",2.02,,"VR, Hybrid",qo-m1I-F
"Slayer (Original 2022) HauntFreaks 1.0.0 VR","Slayer (Original 2022)",Original,2022,,SS,,"Music, Heavy Metal",,,,,"HauntFreaks, RetroG33k, Rawd, Unsavory, Rik, Scampa123, Darkstar, Fluffhead35, Leojreimroc, VPW Team",1.0.0,,"VR, Music, Hybrid",0ZPsV_8g3z
"Slick Chick (Gottlieb 1963) Loserman76 1.0b","Slick Chick (Gottlieb 1963)",Gottlieb,1963,1,EM,,"Women","http://www.ipdb.org/machine.cgi?id=2208",2208,,"Wayne Neyens","Loserman76, GNance, Pinuck, BorgDog, Arngrim, HauntFreaks, JPSalas",1.0b,,,7JIWiXW6
"Slick Chick (Gottlieb 1963) FranzLeo 1.0","Slick Chick (Gottlieb 1963)",Gottlieb,1963,1,EM,,"Women","http://www.ipdb.org/machine.cgi?id=2208",2208,,"Wayne Neyens","FranzLeo",1.0,,,dBl0gI0iuy
"Slick Chick (Gottlieb 1963) Okobojimusky 1.2 MOD","Slick Chick (Gottlieb 1963)",Gottlieb,1963,1,EM,,"Women","http://www.ipdb.org/machine.cgi?id=2208",2208,,"Wayne Neyens","Okobojimusky, FranzLeo",1.2,,"MOD",YLjIVKHXPt
"Slick Chick (Gottlieb 1963) Martin Brunker 2.2 MOD","Slick Chick (Gottlieb 1963)",Gottlieb,1963,1,EM,,"Women","http://www.ipdb.org/machine.cgi?id=2208",2208,,"Wayne Neyens","Martin Brunker, Carlucci",2.2,,"MOD",mK6z38nPgk
"Slipknot (Original 2021) Team Tuga 1.0.0","Slipknot (Original 2021)",Original,2021,,SS,,"Music, Heavy Metal",,,,,"Team Tuga",1.0.0,,"Music",OOXtK7R0
"Smart Set (Williams 1969) -=Kees=- 1.00","Smart Set (Williams 1969)",Williams,1969,4,EM,,"Boats, Recreation, Affluence, Aquatic","http://www.ipdb.org/machine.cgi?id=2215",2215,,"Norm Clark","-=Kees=-",1.00,,,cmsm8qnOu5
"Smart Set (Williams 1969) Loserman76 1.0 MOD","Smart Set (Williams 1969)",Williams,1969,4,EM,,"Boats, Recreation, Affluence, Aquatic","http://www.ipdb.org/machine.cgi?id=2215",2215,,"Norm Clark","Loserman76, -=Kees=-",1.0,,"MOD",lYa0qoLn
"Smart Set Redux (Williams 1969) Drybonz 1.0 MOD","Smart Set Redux (Williams 1969)",Williams,1969,4,EM,,"Boats, Recreation, Affluence, Aquatic","http://www.ipdb.org/machine.cgi?id=2215",2215,,"Norm Clark","Drybonz, Loserman76, -=Kees=-",1.0,,"MOD",hm98mc6V
"Smokey And The Bandit Gold (Original 2021) Bossman72 1.0","Smokey And The Bandit Gold (Original 2021)",Original,2021,4,SS,,"Movie",,,,,"Bossman72, JPSalas",1.0,,"Music",qmK7H4d-
"Smooth Hot Ride 3 - From Natchez to Mike Vegas (Original 2023) Vpfmike42 2.0","Smooth Hot Ride 3 - From Natchez to Mike Vegas (Original 2023)",Original,2023,,,,"Traveling, Nevada, Las Vegas",,,,,"Vpfmike42",2.0,,,RYqKc5RyUs
"Snake Machine (Taito do Brasil 1982) JPSalas 4.0.0 SSF","Snake Machine (Taito do Brasil 1982)",Taito do Brasil,1982,4,SS,,"Fantasy","http://www.ipdb.org/machine.cgi?id=4585",4585,,"Joe Joos Jr.","JPSalas, Carlos Guizzo, Pmax65, Akiles50000, Rothbauerw",4.0.0,snake,"FastFlips, SSF, LUT",DICfGmxH
"Snow Derby (Gottlieb 1970) Mustang1961 1.0c","Snow Derby (Gottlieb 1970)",Gottlieb,1970,2,EM,,"Sports, Skiing, Snowmobiling","http://www.ipdb.org/machine.cgi?id=2229",2229,,"Ed Krynski","Mustang1961, Loserman76",1.0c,,,u1oYBkKv-p
"Snow Derby (Gottlieb 1970) Loserman76 1.0.0f","Snow Derby (Gottlieb 1970)",Gottlieb,1970,2,EM,,"Sports, Skiing, Snowmobiling","http://www.ipdb.org/machine.cgi?id=2229",2229,,"Ed Krynski","Loserman76",1.0.0f,,,EZjLgYAe
"Snow Queen (Gottlieb 1970) Loserman76 1.0b","Snow Queen (Gottlieb 1970)",Gottlieb,1970,4,EM,,"Sports, Skiing","http://www.ipdb.org/machine.cgi?id=2230",2230,,"Ed Krynski","Loserman76, GNance, Pinuck, BorgDog, Arngrim, HauntFreaks, JPSalas",1.0b,,,7RrRifxZ
"Soccer (Gottlieb 1975) Rajo Joey 1.0.0 MOD VR","Soccer (Gottlieb 1975)",Gottlieb,1975,2,EM,,"Sports, Soccer","https://www.ipdb.org/machine.cgi?id=2233",2233,,"Ed Krynski","Rajo Joey, Loserman76",1.0.0,,"VR, Hybrid, FSS, MOD, LUT",hYxuBL5zex
"Soccer (Gottlieb 1975) Loserman76 1.0.0f","Soccer (Gottlieb 1975)",Gottlieb,1975,2,EM,,"Sports, Soccer","https://www.ipdb.org/machine.cgi?id=2233",2233,,"Ed Krynski","Loserman76, Tamoore, Wildman",1.0.0f,,,vOi-OYLx
"Soccer (Williams 1964) Loserman76 1.0.0f","Soccer (Williams 1964)",Williams,1964,1,EM,,"Sports, Soccer","https://www.ipdb.org/machine.cgi?id=2232",2232,,"Norm Clark","Loserman76, Bodydump, Itchigo",1.0.0f,,,_IB_QPR_
"Soccer Kings (Zaccaria 1982) Goldchicco 1.0-wip","Soccer Kings (Zaccaria 1982)",Zaccaria,1982,4,SS,,"Sports, Soccer","http://www.ipdb.org/machine.cgi?id=2235",2235,,,"Goldchicco, Dboyrecords, Movieguru",1.0-wip,socrking,,GOlRXT3v
"Solar City (Gottlieb 1977) Rajo Joey 1.0.0 MOD VR","Solar City (Gottlieb 1977)",Gottlieb,1977,2,EM,,"Fantasy","https://www.ipdb.org/machine.cgi?id=2237",2237,,"Ed Krynski","Rajo Joey, Loserman76",1.0.0,,"VR, Hybrid, FSS, MOD, LUT",plpaMbfgtG
"Solar City (Gottlieb 1977) Loserman76 1.0b","Solar City (Gottlieb 1977)",Gottlieb,1977,2,EM,,"Fantasy","https://www.ipdb.org/machine.cgi?id=2237",2237,,"Ed Krynski","Loserman76, Greywolf, GNance, Popotte, Noah Fentz, Wildman",1.0b,,,QgtWDZao
"Solar Fire (Williams 1981) UnclePaulie 2.0.5 SSF MOD VR","Solar Fire (Williams 1981)",Williams,1981,4,SS,,"Outer Space, Science Fiction, Space Fantasy","http://www.ipdb.org/machine.cgi?id=2238",2238,,"Barry Oursler","UnclePaulie, Goldchicco, Wylte, Smaug, Mfuegemann, Vogliadicane, Apophis, Arngrim, Batch, 32assassin, JPSalas, Rothbauerw, PinstratsDan",2.0.5,solar_l2,"VR, SSF, FastFlips, MOD, FSS, Hybrid, nFozzy, LUT",ca_SduCCTT
"Solar Fire (Williams 1981) Goldchicco 1.2a","Solar Fire (Williams 1981)",Williams,1981,4,SS,,"Outer Space, Science Fiction, Space Fantasy","http://www.ipdb.org/machine.cgi?id=2238",2238,,"Barry Oursler","Goldchicco, 32assassin, Mfuegemann, Vogliadicane, Arngrim, Batch, JPSalas",1.2a,solar_l2,"FastFlips, LUT",DuR0tlfn
"Solar Ride (Gottlieb 1979) BorgDog 1.01 SSF","Solar Ride (Gottlieb 1979)",Gottlieb,1979,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=2239",2239,,"Ed Krynski","BorgDog, LynnInDenver, 32assassin",1.01,,"SSF",qUb6GEfK
"Solar Ride (Gottlieb 1979) LynnInDenver 1.2","Solar Ride (Gottlieb 1979)",Gottlieb,1979,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=2239",2239,,"Ed Krynski","LynnInDenver, 32assassin",1.2,,,7DJIwVvf
"Solar Ride (Gottlieb 1979) Rajo Joey 1.0 MOD VR","Solar Ride (Gottlieb 1979)",Gottlieb,1979,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=2239",2239,,"Ed Krynski","Rajo Joey, BorgDog, Sixtoe, Rawd, Rascal",1.0,,"MOD, VR, LUT",JxoPjn974_
"Solar Sailor (Original 2016) Magicburrito 1.0","Solar Sailor (Original 2016)",Original,2016,,SS,,"Music",,,,,"Magicburrito",1.0,,,eHMX8iTr
"Solar Wars (Sonic 1986) JPSalas 4.0.0","Solar Wars (Sonic 1986)",Sonic,1986,,SS,,,"https://www.ipdb.org/machine.cgi?id=3273",3273,,,"JPSalas, Destruk, Inkochnito, Akiles50000",4.0.0,solarwar,,WIHvisfHlP
"Solids N Stripes (Williams 1971) Teisen 1.0.0 MOD","Solids N Stripes (Williams 1971)",Williams,1971,2,EM,,"Billiards","http://www.ipdb.org/machine.cgi?id=2240",2240,,"Norm Clark","Teisen, Loserman76",1.0.0,,"MOD",GQpZvV0RRB
"Solids N Stripes (Williams 1971) Loserman76 1.0.0f","Solids N Stripes (Williams 1971)",Williams,1971,2,EM,,"Billiards","http://www.ipdb.org/machine.cgi?id=2240",2240,,"Norm Clark","Loserman76",1.0.0f,,,I4ESJ9pD
"Solitaire (Gottlieb 1967) Loserman76 1.0","Solitaire (Gottlieb 1967)",Gottlieb,1967,1,EM,,"Cards, Gambling","https://www.ipdb.org/machine.cgi?id=2241",2241,,"Ed Krynski","Loserman76, GNance",1.0,,,NCIZFoFK
"Table 80","Son of Zeus (Zen Studios 2017)",Zen Studios,2017,4,,,"Legends",,,,"Peter Grafl","Zen Studios",,,,0bhVMQbKlm
"Hercules","Son of Zeus (Zen Studios 2017)",Zen Studios,2017,4,,,"Legends",,,,"Peter Grafl","Zen Studios",,,,2A-nOl5G
"Sonic Pinball Mania (Original 2022) TerryRed 1.8 SSF MOD","Sonic Pinball Mania (Original 2022)",Original,2022,,SS,,"Video Game, Kids",,,,"","TerryRed, SLAMT1LT, Brendan Bailey (Pinwizkid)",1.8,,"SSF, Music, Kids, MOD",Cc-r8YrYBI
"Sonic the Hedgehog (Original 2005) Panasony 1.21 MOD","Sonic the Hedgehog (Original 2005)",Original,2005,,SS,,"Video Game, Kids",,,,,"Panasony, DCrosby, Javier1515, Brendan Bailey (Pinwizkid)",1.21,,"MOD, Kids",TYVVL51gSe
"Sonic the Hedgehog (Original 2005) DCrosby 1.10 MOD","Sonic the Hedgehog (Original 2005)",Original,2005,,SS,,"Video Game, Kids",,,,,"DCrosby, Javier1515, Brendan Bailey (Pinwizkid)",1.10,,"FlexDMD, Kids, MOD",f5q3HhqW
"Sonic the Hedgehog (Original 2005) SLAMT1LT 1.02 MOD","Sonic the Hedgehog (Original 2005)",Original,2005,,SS,,"Video Game, Kids",,,,,"SLAMT1LT, Atros, Brendan Bailey (Pinwizkid)",1.02,,"MOD",vxmVY4bPId
"Sonic the Hedgehog 2 (Original 2005) Javier1515 1.01","Sonic the Hedgehog 2 (Original 2005)",Original,2005,,SS,,"Video Game, Kids",,,,,"Javier1515, Brendan Bailey (Pinwizkid)",1.01,,"Kids",euifZwUK
"Sonic the Hedgehog 2 (Original 2005) Brendan Bailey (Pinwizkid) 2.5","Sonic the Hedgehog 2 (Original 2005)",Original,2005,,SS,,"Video Game, Kids",,,,,"Brendan Bailey (Pinwizkid)",2.5,,,17fCJAS8a2
"Sonic the Hedgehog Spinball (Original 2020) McSquid 1.1","Sonic the Hedgehog Spinball (Original 2020)",Original,2020,,,,"Video Game, Kids",,,,,"McSquid",1.1,,"Kids",2RURHgre
"Sons of Anarchy (Original 2019) Javier 1.2.0 MOD","Sons of Anarchy (Original 2019)",Original,2019,,SS,,"TV Show, Crime",,,,,"Javier, Brendan Bailey (Pinwizkid), ALDiode, Arngrim",1.2.0,,"MOD, FlexDMD",lMA-psYP
"Sorcerer (Williams 1985) JPSalas 4.0.0","Sorcerer (Williams 1985)",Williams,1985,4,SS,,"Fantasy, Wizards, Magic, Dragons","http://www.ipdb.org/machine.cgi?id=2242",2242,,"Mark Ritchie","JPSalas, Scott Harvey, Carlos Guizzo, Herweh, SLAMT1LT",4.0.0,sorcr_l2,"LUT",CfGt7uAz
"Sorcerer (Williams 1985) UnclePaulie 3.0 VR","Sorcerer (Williams 1985)",Williams,1985,4,SS,,"Fantasy, Wizards, Magic, Dragons","http://www.ipdb.org/machine.cgi?id=2242",2242,,"Mark Ritchie","UnclePaulie, Fleep, Roth, Fluffhead35, Wylte, Rawd, Lumi, PinstratsDan, AstroNasty, Sheltemke, Rajo Joey, Iaakki, Sixtoe, Apophis, HauntFreaks, JPSalas, Bord, Rothbauerw, nFozzy, VPW Team",3.0,sorcr_l2,"VR, Hybrid, LUT, nFozzy, Fleep",nVudvtnA
"Sorcerer (Williams 1985) Morttis 1.0.0-1.0 MOD","Sorcerer (Williams 1985)",Williams,1985,4,SS,,"Fantasy, Wizards, Magic, Dragons","http://www.ipdb.org/machine.cgi?id=2242",2242,,"Mark Ritchie","Morttis, Arconovum, HauntFreaks, JPSalas",1.0.0-1.0,sorcr_l2,"FSS, MOD",sv0BJWOy
"Citadel","Sorcerer's Lair (Zen Studios 2011)",Zen Studios,2011,4,,,"Fantasy, Wizards, Magic",,,,"Viktor Gyorei","Zen Studios",,,,QeZVKxt-
"Table 33","Sorcerer's Lair (Zen Studios 2011)",Zen Studios,2011,4,,,"Fantasy, Wizards, Magic",,,,"Viktor Gyorei","Zen Studios, Viktor Gyorei",,,,k2ymd8npAJ
"Soul Reaver (Original 2019) Michel757 1.2 MOD VR","Soul Reaver (Original 2019)",Original,2019,4,SS,,"Video Game",,,,,"Michel757, Delta23, Thalamus, Wildman, Vincent Bousquet, JPSalas, Siggi",1.2,titan,"VR, MOD, Music",EzpOc1OKbY
"Soul Reaver (Original 2019) Delta23 1.2 MOD","Soul Reaver (Original 2019)",Original,2019,4,SS,,"Video Game",,,,,"Delta23, Thalamus, Wildman, JPSalas, Siggi",1.2,titan,"Music, MOD",vVFmvuZ5
"South Park (Sega 1999) Bigus1 2.0 MOD","South Park (Sega 1999)",Sega,1999,6,SS,,"Licensed Theme, Animation, Comedy","http://www.ipdb.org/machine.cgi?id=4444",4444,,"Joe Balcer","Bigus1, Knorr",2.0,1.03,"MOD",-JAfQZzU
"South Park (Sega 1999) Knorr 1.3","South Park (Sega 1999)",Sega,1999,6,SS,,"Licensed Theme, Animation, Comedy","http://www.ipdb.org/machine.cgi?id=4444",4444,,"Joe Balcer","Knorr",1.3,1.03,,HP5t0r1m
"South Park (Sega 1999) GoodGrieff76 1.0.0","South Park (Sega 1999)",Sega,1999,6,SS,,"Licensed Theme, Animation, Comedy","http://www.ipdb.org/machine.cgi?id=4444",4444,,"Joe Balcer","GoodGrieff76, Knorr",1.0.0,1.03,,9K3deotG
"South Park (Sega 1999) Arconovum 1.2-2.5 MOD","South Park (Sega 1999)",Sega,1999,6,SS,,"Licensed Theme, Animation, Comedy","http://www.ipdb.org/machine.cgi?id=4444",4444,,"Joe Balcer","Arconovum, Knorr",1.2-2.5,1.03,"FSS, MOD",lEHkbgwl
"Table 55","South Park - Butters' Very Own Pinball Game (Zen Studios 2014)",Zen Studios,2014,4,,,"Licensed Theme, TV Show",,,,,"Zen Studios",,,,vAzBdDdDKZ
"Southpark2","South Park - Butters' Very Own Pinball Game (Zen Studios 2014)",Zen Studios,2014,4,,,"Licensed Theme, TV Show",,,,,"Zen Studios",,,,83geIcSX
"Table 4","South Park - Super Sweet Pinball (Zen Studios 2014)",Zen Studios,2014,4,,,"Licensed Theme, TV Show",,,,,"Zen Studios",,,,SRFuC9-pvs
"Southpark1","South Park - Super Sweet Pinball (Zen Studios 2014)",Zen Studios,2014,4,,,"Licensed Theme, TV Show",,,,,"Zen Studios",,,,EnlCopjT
"South Park Pinball (Original 2021) Remdwaas1986 1.2 MOD","South Park Pinball (Original 2021)",Original,2021,,SS,,"Animation",,,,,"Remdwaas1986, Tartzani, Godisnothere, Usr1983, Rik, Knorr, Outhere, JPSalas, Nailbuster",1.2,,"MOD",Zjjgfzpi
"South Park Xmas Pinball (Original 2020) Stevegooner1234 1.0 MOD","South Park Xmas Pinball (Original 2020)",Original,2020,4,SS,,"Christmas",,,,,"Stevegooner1234, Wildman, Lizard, Xenonph, JPSalas",1.0,,"Music, MOD",MzOMfLNH
"Southern Belle (Gottlieb 1955) Okobojimusky 1.3 MOD","Southern Belle (Gottlieb 1955)",Gottlieb,1955,1,EM,,"American History, American West","https://www.ipdb.org/machine.cgi?id=2248",2248,,,"Okobojimusky, Francisco Pozo",1.3,,"MOD",CyU22zQ90x
"Southern Belle (Gottlieb 1955) Francisco Pozo 1.2","Southern Belle (Gottlieb 1955)",Gottlieb,1955,1,EM,,"American History, American West","https://www.ipdb.org/machine.cgi?id=2248",2248,,,"Francisco Pozo",1.2,,,xQoOwOal_3
"Soylent Green (Original 2023) Icepinball 1.0.0","Soylent Green (Original 2023)",Original,2023,,,,"Movie, Police, Crime",,,,,"Icepinball, Ivantba, 32assassin",1.0.0,,,eo5Fv0P1la
"Space Cadet (Microsoft 1995) Freneticamnesic 022118a","Space Cadet (Microsoft 1995)",Microsoft,1995,,SS,,"Science Fiction, Video Game",,,,,"Freneticamnesic",022118a,,"Music, FlexDMD",iCI2FJmt
"Space Cadet (Microsoft 1995) FranzLeo 2.0","Space Cadet (Microsoft 1995)",Microsoft,1995,,SS,,"Science Fiction, Video Game",,,,,"FranzLeo",2.0,,,I5MBusrpb2
"Space Dragon Princess (Original 2023) Anthias 1.1","Space Dragon Princess (Original 2023)",Original,2023,,,,"Fantasy",,,,,"Anthias",1.1,,,AXNoViLw_y
"Space Gambler (Playmatic 1978) Nestorgian 1.3.0a","Space Gambler (Playmatic 1978)",Playmatic,1978,4,SS,,"Outer Space, Science Fiction","https://www.ipdb.org/machine.cgi?id=2250",2250,,,"Nestorgian, Destruk, Pedator, Akiles50000, TAB",1.3.0a,,,uaZMq0X7
"Space Invaders (Bally 1980) JPSalas 4.0.1","Space Invaders (Bally 1980)",Bally,1980,4,SS,,"Outer Space, Fantasy","http://www.ipdb.org/machine.cgi?id=2252",2252,,"Jim Patla","JPSalas, Hanzoverfist, Carlos Guizzo, Josealex",4.0.1,spaceinb,"LUT",uvNi1DbR
"Space Invaders (Bally 1980) BorgDog 1.0 MOD","Space Invaders (Bally 1980)",Bally,1980,4,SS,,"Outer Space, Fantasy","http://www.ipdb.org/machine.cgi?id=2252",2252,,"Jim Patla","BorgDog, HauntFreaks",1.0,spaceinb,"MOD",DnZ_eX-Bnn
"Space Invaders (Bally 1980) Bigus1 1.0 MOD","Space Invaders (Bally 1980)",Bally,1980,4,SS,,"Outer Space, Fantasy","http://www.ipdb.org/machine.cgi?id=2252",2252,,"Jim Patla","Bigus1, Arconovum, UncleWilly, BorgDog, HauntFreaks",1.0,spaceinb,"MOD",12-7wAd1Fv
"Space Invaders (Bally 1980) Psiomicron 1.0.5 MOD VR","Space Invaders (Bally 1980)",Bally,1980,4,SS,,"Outer Space, Fantasy","http://www.ipdb.org/machine.cgi?id=2252",2252,,"Jim Patla","Psiomicron, Retro27",1.0.5,spaceinb,"MOD, VR",dhtOk---wt
"Space Invaders (Bally 1980) BorgDog 1.03 MOD","Space Invaders (Bally 1980)",Bally,1980,4,SS,,"Outer Space, Fantasy","http://www.ipdb.org/machine.cgi?id=2252",2252,,"Jim Patla","BorgDog, UncleWilly, Arconovum, HauntFreaks",1.03,spaceinb,"FSS, MOD",zmo54Fjv
"Space Jam (Sega 1996) JPJ 1.4","Space Jam (Sega 1996)",Sega,1996,6,SS,,"Sports, Basketball, Celebrities, Licensed Theme, Kids",,,,"Joe Kaminkow, Orin Day, Lonnie D. Ropp","JPJ, Edizzle, Dominique Darut, Neofr45, Chucky87, Dark, JLou, Fleep, Harlan M Russo, WorkerBoy, Sixtoe, Arngrim, JPSalas, Rothbauerw, Team PP",1.4,spacejam,"Kids",HAjS8Pm0
"Space Jam (Sega 1996) Sixtoe 1.0.0 VR","Space Jam (Sega 1996)",Sega,1996,6,SS,,"Sports, Basketball, Celebrities, Licensed Theme, Kids",,,,"Joe Kaminkow, Orin Day, Lonnie D. Ropp","Sixtoe, Team PP",1.0.0,spacejam,"VR, Kids",-VsDZxM_SK
"Space Jam (Sega 1996) DevaL 1.0","Space Jam (Sega 1996)",Sega,1996,6,SS,,"Sports, Basketball, Celebrities, Licensed Theme, Kids",,,,"Joe Kaminkow, Orin Day, Lonnie D. Ropp","DevaL, Destruk, Dboyrecords, Edizzle",1.0,spacejam,"Kids",9pTQh92P
"Space Mission (Williams 1976) AnonTet 1.4 SSF MOD","Space Mission (Williams 1976)",Williams,1976,4,EM,,"Outer Space","http://www.ipdb.org/machine.cgi?id=2253",2253,,"Steve Kordek","AnonTet, Martin Brunker, Popotte, Denis",1.4,,"Fleep, SSF, MOD",rvb-W2JWjI
"Space Mission (Williams 1976) Loserman76 1.0.0f","Space Mission (Williams 1976)",Williams,1976,4,EM,,"Outer Space","http://www.ipdb.org/machine.cgi?id=2253",2253,,"Steve Kordek","Loserman76, Pbecker, Itchigo, Bord",1.0.0f,,,J1N-CEpH
"Space Oddity  (Original 2022) Balutito 1.3 SSF MOD","Space Oddity  (Original 2022)",Original,2022,,SS,,"Music, Science Fiction",,,,,"Balutito, nFozzy, MaX",1.3,spstn_l5,"MOD, SSF",_-1GvxdS1k
"Space Odyssey (Williams 1976) Loserman76 1.0.0f","Space Odyssey (Williams 1976)",Williams,1976,2,EM,,"Outer Space","https://www.ipdb.org/machine.cgi?id=2254",2254,,"Steve Kordek","Loserman76, Pbecker, Itchigo, HiRez00, Bord",1.0.0f,,,4so9iQqQ
"Space Orbit (Gottlieb 1972) Teisen 1.0.0","Space Orbit (Gottlieb 1972)",Gottlieb,1972,1,EM,,"Outer Space","https://www.ipdb.org/machine.cgi?id=2255",2255,,"Ed Krynski","Teisen, Loserman76, GNance",1.0.0,,,i-4SJWXKVT
"Space Orbit (Gottlieb 1972) Rajo Joey 1.0.0 MOD VR","Space Orbit (Gottlieb 1972)",Gottlieb,1972,1,EM,,"Outer Space","https://www.ipdb.org/machine.cgi?id=2255",2255,,"Ed Krynski","Rajo Joey, Loserman76, GNance",1.0.0,,"VR, Hybrid, FSS, MOD, LUT",Nf-2luUlNp
"Space Orbit (Gottlieb 1972) Loserman76 1.0.0f","Space Orbit (Gottlieb 1972)",Gottlieb,1972,1,EM,,"Outer Space","https://www.ipdb.org/machine.cgi?id=2255",2255,,"Ed Krynski","Loserman76",1.0.0f,,,H67wY58d
"Space Patrol (Taito do Brasil 1978) JPSalas 4.3.0 SSF","Space Patrol (Taito do Brasil 1978)",Taito do Brasil,1978,,EM,,"Outer Space",,,,,"JPSalas, Editoy",4.3.0,,"SSF",lSoF_7UR
"Space Poker (LTD do Brasil 1982) Wiesshund 4.0","Space Poker (LTD do Brasil 1982)",LTD do Brasil,1982,2,SS,,"Science Fiction, Outer Space, Cards, Gambling","https://www.ipdb.org/machine.cgi?id=5886",5886,,,"Wiesshund, Halen, Mfuegemann",4.0,spcpoker,,OuwJLazeGA
"Space Poker (LTD do Brasil 1982) Mfuegemann 1.1","Space Poker (LTD do Brasil 1982)",LTD do Brasil,1982,2,SS,,"Science Fiction, Outer Space, Cards, Gambling","https://www.ipdb.org/machine.cgi?id=5886",5886,,,"Mfuegemann, Carlos Guizzo, Joao Pedras, Halen, Garcon, Wiesshund",1.1,spcpoker,,V96BA558zs
"Space Rider (Geiger 1980) JPSalas 4.0.0","Space Rider (Geiger 1980)",Geiger,1980,,SS,,"Outer Space, Fantasy",,,,,"JPSalas, TAB",4.0.0,,"LUT",iMGNwZh0as
"Space Sheriff Gavan - X-Or (Original 2021) Sebastiendelf 1.0.0","Space Sheriff Gavan - X-Or (Original 2021)",Original,2021,,SS,,"Science Fiction, Police",,,,,"Sebastiendelf, Takut",1.0.0,,"Music",BbjG5blF
"Space Shuttle (Williams 1984) JPSalas 4.0.0 SSF","Space Shuttle (Williams 1984)",Williams,1984,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=2260",2260,,"Barry Oursler","JPSalas",4.0.0,sshtl_l7,"FastFlips, SSF",SZX78lV-
"Space Shuttle (Williams 1984) Bord 2.0 SSF VR","Space Shuttle (Williams 1984)",Williams,1984,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=2260",2260,,"Barry Oursler","Bord, Rothbauerw",2.0,sshtl_l7,"VR, Hybrid, FSS, SSF",hJhqnLyr
"Space Shuttle (Williams 1984) UnclePaulie  MOD VR","Space Shuttle (Williams 1984)",Williams,1984,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=2260",2260,,"Barry Oursler","UnclePaulie, Bord, Rothbauerw, Sixtoe",,sshtl_l7,"VR, MOD",GUIA3-N9X0
"Space Shuttle (Williams 1984) Morttis 3.0.0-2.0 MOD","Space Shuttle (Williams 1984)",Williams,1984,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=2260",2260,,"Barry Oursler","Morttis, Arconovum, JPSalas",3.0.0-2.0,sshtl_l7,"FSS, MOD",Vk9M6u1U
"Space Shuttle (Williams 1984) Pinball58 1.1","Space Shuttle (Williams 1984)",Williams,1984,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=2260",2260,,"Barry Oursler","Pinball58",1.1,sshtl_l7,"Music",K3CP9475
"Table 129","Space Station (Williams 1987)",Williams,1987,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=2261",2261,,"Barry Oursler","Zen Studios, Peter Grafl",,spstn_l5,,eByd-RKDpu
"Space Station (Williams 1987) Rawd 1.1.0 MOD VR","Space Station (Williams 1987)",Williams,1987,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=2261",2261,,"Barry Oursler","Rawd, nFozzy, Hmueck, Knorr, Rascal, Steely, The Loafer, Leojreimroc, 3rdAxis, ClarkKent",1.1.0,spstn_l5,"VR, MOD",qG4u7FgxUX
"Space Station (Williams 1987) nFozzy 1.21 SSF","Space Station (Williams 1987)",Williams,1987,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=2261",2261,,"Barry Oursler","nFozzy, MaX, Knorr, Toxie, ClarkKent",1.21,spstn_l5,"SSF",qaIfSq9e
"WMS_Space_Station","Space Station (Williams 1987)",Williams,1987,4,SS,,"Outer Space","http://www.ipdb.org/machine.cgi?id=2261",2261,,"Barry Oursler","Zen Studios",,spstn_l5,,oXe5YRSu
